"Year"|"Event Name"|"Order Type"|"Order Type Code"|"Announcement Date"|"Announcement Time"|"Time Zone"|"State"|"County"|"County FIPS"|"Evacuation Area"|"Effective Date"|"Effective Time"
"2017"|"Hurricane Irma"|"Mandatory evacuation order"|"1"|"2017-09-10"|"08:30:00"|"EDT"|"FL"|"Franklin County"|"12037"|"All residents"|"2017-09-10"|"08:30:00"
"2017"|"Hurricane Irma"|"Voluntary evacuation order"|"2"|"2017-09-09"|"20:10:00"|"EDT"|"FL"|"Walton County"|"12131"|"All residents"|"2017-09-10"|"10:00:00"
"2017"|"Hurricane Irma"|"Voluntary evacuation order"|"2"|"2017-09-08"|"15:50:00"|"EDT"|"FL"|"Lake County"|"12069"|"Residents in the Astor and Lake George region"|"2017-09-08"|"15:50:00"
"2017"|"Hurricane Irma"|"Voluntary evacuation order"|"2"|"2017-09-07"|"15:00:00"|"EDT"|"FL"|"Okeechobee County"|"12093"|"Low-lying areas and areas prone to flooding"|"2017-09-07"|"15:00:00"
"2017"|"Hurricane Irma"|"Voluntary evacuation order"|"2"|"2017-09-08"|"13:40:00"|"EDT"|"FL"|"Highlands County"|"12055"|"Residents who live in low laying areas as well as for those that live in manufactured mobile homes."|"2017-09-08"|"13:40:00"
"2017"|"Hurricane Irma"|"Mandatory evacuation order"|"1"|"2017-09-07"|"21:00:00"|"EDT"|"FL"|"Hendry County"|"12051"|"Eastern portion of Hendry County. The evacuation zone includes all of the City of Clewiston, Hookers Point, Harlem, Flaghole, Montura Ranch Estates and the communities located within the Mid-County MSBU which includes Ladeca, Pioneer Plantation and Leon-Dennis Subdivision"|"2017-09-08"|"08:00:00"
"2017"|"Hurricane Irma"|"State of emergency"|"0"|"2017-09-06"|""|""|"GA"|"Appling County, Atkinson County, Bacon, Brantley, Bryan, Burke, Camden, Charlton, Chatham, Clinch, Coffee, Echols, Glynn, Jeff Davis, Liberty, Long, Mcintosh, Pierce, Screven, Tattnall, Toombs, Treutlen, Ware, Wayne"|""|""|""|""
"2017"|"Hurricane Irma"|"State of emergency"|"0"|"2017-09-08"|""|""|"GA"|"Appling, Atkinson, Bacon, Baker, Baldwin, Ben Hill, Berrien, Bibb, Bleckley, Brantley, Brooks, Bryan, Bulloch, Burke, Calhoun; Camden, Candler, Charlton, Chatham, Chattahoochee, Clay, Clinch, Coffee, Colquitt, Cook, Crawford, Crisp, Decatur, Dodge, Dooly, Dougherty, Early, Echols, Effingham, Emanuel, Evans, Glynn, Grady, Harris, Houston, Irwin, Jeff Davis, Jefferson, Jenkins, Johnson, Jones, Lamar, Lanier, Laurens, Lee, Liberty, Long, Lowndes, Macon, Marion, McIntosh Meriwether, Miller, Mitchell, Monroe, Montgomery, Muscogee, Peach, Pierce,Pike, Pulaski, Quitman, Randolph, Schley, Screven, Seminole, Stewart, Sumter, Talbot, Tattnall, Taylor, Telfair, Terrell, Thomas, Tift, Toombs, Treutlen, Troup, Turner, Twiggs, Upson, Ware,Washington, Wayne, Webster, Wheeler, Wilcox, Wilkinson and Worth."|""|""|""|""
"2017"|"Hurricane Irma"|"Mandatory evacuation order"|"1"|"2017-09-07"|"15:00:00"|"EDT"|"GA"|"Camden County, Glynn County, McIntosh County, Liberty County, Bryan County, Chatham County"|""|"All areas east of I-95, all of Chatham County and some areas west of I-95 that could be impacted by potential storm surge from Hurricane Irma."|""|""
"2017"|"Hurricane Irma"|"Voluntary evacuation order"|"2"|"2017-09-08"|"15:50:00"|"EDT"|"GA"|"Bacon County"|"13005"|"Mobile homea and low-lying areas"|"2017-09-08"|"15:50:00"
"2017"|"Hurricane Irma"|"Mandatory evacuation order"|"1"|"2017-09-07"|"08:00:00"|"EDT"|"GA"|"Brantley County"|"13025"|"Residents east of US-301"|"2017-09-09"|"08:00:00"
"2017"|"Hurricane Irma"|"Mandatory evacuation order"|"1"|"2017-09-07"|"13:30:00"|"EDT"|"GA"|"Bryan County"|"13029"|"Residents east of I-95"|"2017-09-09"|"08:00:00"
"2017"|"Hurricane Irma"|"Voluntary evacuation order"|"2"|"2017-09-07"|"12:00:00"|"EDT"|"GA"|"Camden County"|"13039"|"All residents"|"2017-09-07"|"12:00:00"
"2017"|"Hurricane Irma"|"Mandatory evacuation order"|"1"|"2017-09-07"|"14:00:00"|"EDT"|"GA"|"Chatham County"|"13051"|"All zones"|"2017-09-09"|"08:00:00"
"2017"|"Hurricane Irma"|"Voluntary evacuation order"|"2"|"2017-09-09"|"14:00:00"|"EDT"|"GA"|"Chatham County"|"13051"|"Zones B and C"|"2017-09-09"|"14:00:00"
"2017"|"Hurricane Irma"|"Mandatory evacuation order"|"1"|"2017-09-07"|"18:00:00"|"EDT"|"GA"|"Glynn County"|"13127"|"All residents"|"2017-09-09"|"08:00:00"
"2017"|"Hurricane Irma"|"Mandatory evacuation order"|"1"|"2017-09-07"|"15:00:00"|"EDT"|"GA"|"Liberty County"|"13179"|"All residents"|"2017-09-09"|"08:00:00"
"2017"|"Hurricane Irma"|"Mandatory evacuation order"|"1"|"2017-09-07"|"15:00:00"|"EDT"|"GA"|"Long County"|"13183"|"All residents"|"2017-09-09"|"08:00:00"
"2017"|"Hurricane Irma"|"Mandatory evacuation order"|"1"|"2017-09-07"|"15:00:00"|"EDT"|"GA"|"Mcintosh County"|"13191"|"All islands and people with special needs"|"2017-09-07"|"12:00:00"
"2017"|"Hurricane Irma"|"State of emergency"|"0"|"2017-09-06"|""|"EDT"|"SC"|"All counties"|""|""|""|""
"2017"|"Hurricane Irma"|"Mandatory evacuation order"|"1"|"2017-09-08"|"19:00:00"|"EDT"|"SC"|"Colleton County"|"45029"|"All Barrier Islands - Edisto Beach"|"2017-09-09"|"10:00:00"
"2017"|"Hurricane Irma"|"Mandatory evacuation order"|"1"|"2017-09-08"|"19:00:00"|"EDT"|"SC"|"Beaufort County"|"45013"|"All Barrier Islands - Dafuskie, Fripp, Harbor, Hunting and Hilton Head Islands"|"2017-09-09"|"10:00:00"
"2017"|"Hurricane Irma"|"Mandatory evacuation order"|"1"|"2017-09-08"|"19:00:00"|"EDT"|"SC"|"Jasper County"|"45053"|"All Barrier Islands  - Knowles and Tullifiny"|"2017-09-09"|"10:00:00"
"2017"|"Hurricane Maria"|"State of emergency"|"0"|"2017-10-02"|""|""|"FL"|"Alachua County, Baker County, Bay County, Bradford County, Brevard County, Broward County, Calhoun County, Charlotte County, Citrus County, Clay County, Collier County, Columbia County, DeSoto County, Dixie County, Duval County, Escambia County, Flagler County, Franklin County, Gadsden County, Gilchrist County, Glades County, Gulf County, Hamilton County, Hardee County, Hendry County, Hernando County, Highlands County, Hillsborough County, Holmes County, Indian River County, Jackson County, Jefferson County, Lafayette County, Lake County, Lee County, Leon County, Levy County, Liberty County, Madison County, Manatee County, Marion County, Martin County, Miami-Dade County, Monroe County, Nassau County, Okaloosa County, Okeechobee County, Orange County, Osceola County, Palm Beach County, Pasco County, Pinellas County, Polk County, Putnam County, Santa Rosa County, Sarasota County, Seminole County, St. Johns County, St. Lucie County, Sumter County, Suwannee County, Taylor County, Union County, Volusia County, Wakulla County, Walton County, Washington County."|"12001"|"Entire County"|""|""
"2017"|"Hurricane Maria"|"State of emergency"|"0"|"2017-09-24"|""|""|"NC"|"Hyde County"|"37095"|"Entire County"|""|""
"2017"|"Hurricane Maria"|"Mandatory evacuation order"|"1"|"2017-09-24"|"19:30:00"|"EDT"|"NC"|"Hyde County"|"37095"|"Individuals visiting Ocracoke Island"|"2017-09-25"|"05:00:00"
"2017"|"Hurricane Maria"|"Mandatory evacuation order"|"1"|"2017-09-25"|"10:00:00"|"EDT"|"NC"|"Dare County"|"37055"|"Hatteras Island visitors"|""|""
"2017"|"Hurricane Nate"|"State of emergency"|"0"|"2017-10-05"|""|""|"LA"|"All Parishes"|""|""|""|""
"2017"|"Hurricane Nate"|"State of emergency"|"0"|"2017-10-06"|""|""|"MS"|"Hancock County, Harrison County, Jackson County"|""|""|""|""
"2017"|"Hurricane Nate"|"Mandatory evacuation order"|"1"|"2017-10-07"|"07:00:00"|"CDT"|"MS"|"Hancock County"|"28045"|"All low lying areas, residents living on rivers, river inlets, bayou creeks, and in travel trailers, modular homes or mobile homes, homes under construction and or partially constructed homes."|""|""
"2017"|"Hurricane Nate"|"State of emergency"|"0"|"2017-10-06"|""|""|"AL"|""|""|""|""|""
"2017"|"Hurricane Nate"|"State of emergency"|"0"|"2017-10-05"|""|""|"FL"|"Alachua County, Baker County, Bay County, Bradford County, Calhoun County, Clay County, Columbia County, Dixie County, Duval County, Escambia County, Franklin County, Gadsden County, Gilchrist County, Gulf County, Hamilton County, Holmes County, Jackson County, Jefferson County, Lafayette County, Leon County, Levy County, Liberty County, Madison County, Nassau County, Okaloosa County, Santa Rosa County, Suwannee County, Taylor County, Union County"|""|""|""|""
"2017"|"Hurricane Nate"|"Voluntary evacuation order"|"2"|"2017-10-05"|"11:00:00"|"CDT"|"LA"|"Jefferson Parish"|"22051"|"Town of Grand Isle"|""|""
"2017"|"Hurricane Nate"|"Mandatory evacuation order"|"1"|"2017-10-06"|"11:45:00"|"CDT"|"LA"|"Jefferson Parish"|"22051"|"Town of Grand Isle"|""|""
"2017"|"Hurricane Nate"|"Mandatory evacuation order"|"1"|"2017-10-06"|"11:35:00"|"CDT"|"LA"|"Jefferson Parish"|"22051"|"Town of Jean Lafitte"|""|""
"2017"|"Hurricane Nate"|"Mandatory evacuation order"|"1"|"2017-10-06"|"09:35:00"|"CDT"|"LA"|"Jefferson Parish"|"22051"|"Lafitte, Barataria and Crown Point"|""|""
"2017"|"Hurricane Nate"|"Mandatory evacuation order"|"1"|"2017-10-06"|"10:00:00"|"CDT"|"LA"|"Orleans Parish"|"22071"|"Residents of Lake Catherine, Venetian Isles and Irish Bayou"|""|""
"2017"|"Hurricane Nate"|"Voluntary evacuation order"|"2"|"2017-10-07"|"08:30:00"|"CDT"|"LA"|"Terrebonne Parish"|"22109"|"Residents outside or south of the Terrebonne Levee and Conservation District Morganza to the Gulf levee system."|"2017-10-07"|"12:00:00"
"2017"|"Hurricane Nate"|"Voluntary evacuation order"|"2"|""|""|""|"LA"|"Jefferson Parish"|"22051"|"Barataria, Crown Point and areas outside of the levee protection system"|""|""
"2017"|"Hurricane Nate"|"Voluntary evacuation order"|"2"|"2017-10-06"|"09:30:00"|"CDT"|"LA"|"Lafourche Parish"|"22057"|"Port Fouchon"|""|""
"2017"|"Hurricane Nate"|"Mandatory evacuation order"|"1"|"2017-10-07"|"08:45:00"|"CDT"|"LA"|"Lafourche Parish"|"22057"|"Port Fouchon"|""|""
"2017"|"Hurricane Nate"|"Voluntary evacuation order"|"2"|"2017-10-06"|"11:30:00"|"CDT"|"LA"|"Lafourche Parish"|"22057"|"Residents South of the Leon Theriot Floodgates in Golden Meadow"|""|""
"2017"|"Hurricane Nate"|"Mandatory evacuation order"|"1"|"2017-10-07"|"08:30:00"|"CDT"|"LA"|"Lafourche Parish"|"22057"|"Residents South of the Leon Theriot Floodgates in Golden Meadow"|""|""
"2017"|"Hurricane Nate"|"Mandatory evacuation order"|"1"|"2017-10-05"|"13:30:00"|"CDT"|"LA"|"St. Bernard Parish"|"22087"|"Areas outside of its levee/flood protection system"|"2017-10-05"|"16:00:00"
"2017"|"Hurricane Nate"|"Mandatory evacuation order"|"1"|"2017-10-06"|"14:30:00"|"CDT"|"LA"|"Plaquemines Parish"|"22075"|"Entire Eastbank & Areas outside the Levee Protection System"|"2017-10-06"|"15:00:00"
"2017"|"Hurricane Nate"|"Voluntary evacuation order"|"2"|"2017-10-06"|"14:30:00"|"CDT"|"LA"|"Plaquemines Parish"|"22075"|"Westbank from Oakville Floodgate to Venice"|"2017-10-06"|"15:00:00"
"2017"|"Hurricane Nate"|"Mandatory evacuation order"|"1"|"2017-10-06"|"19:45:00"|"CDT"|"LA"|"Plaquemines Parish"|"22075"|"Alliance (Phillips 66) Refinery to Venice"|"2017-10-07"|"08:00:00"
"2017"|"Hurricane Nate"|"Voluntary evacuation order"|"2"|"2017-10-06"|"10:20:00"|"CDT"|"LA"|"St. John the Baptist Parish"|"22095"|"Areas north of the Interstate 55 exit ramp, specifically Peavine, Frenier and Manchac."|""|""
"2017"|"Hurricane Nate"|"Mandatory evacuation order"|"1"|"2017-10-07"|"13:00:00"|"CDT"|"LA"|"St. John the Baptist Parish"|"22095"|"Areas north of the Interstate 55 exit ramp, specifically Peavine, Frenier and Manchac."|""|""
"2017"|"Hurricane Nate"|"Mandatory evacuation order"|"1"|"2017-10-07"|"07:45:00"|"EDT"|"FL"|"Escambia County"|"12033"|"Zones A and B. Zone A and B include Pensacola Beach, Perdido Key and low lying coastal areas. If you live in a mobile home or have special needs, you should consider evacuation no matter the zone in which you live."|"2017-10-07"|"06:00:00"
"2018"|"Hurricane Florence"|"State of emergency"|"0"|"2018-09-07"|""|""|"NC"|"Entire state"|""|""|""|""
"2018"|"Hurricane Florence"|"Federal State of Emergency"|"0"|"2018-09-10"|"22:00:00"|"EDT"|"NC"|"Entire state"|""|""|""|""
"2018"|"Hurricane Florence"|"Voluntary evacuation order"|"2"|"2018-09-09"|"12:00:00"|"EDT"|"NC"|"New Hanover County"|"37129"|"UNC Willmington"|"2018-09-10"|"12:00:00"
"2018"|"Hurricane Florence"|"Mandatory evacuation order"|"1"|"2018-09-10"|"12:30:00"|"EDT"|"NC"|"Currituck County"|"37053"|"Vacationers and guests in Currituck Outer Banks (Corolla and Carova)"|"2018-09-11"|"07:00:00"
"2018"|"Hurricane Florence"|"Mandatory evacuation order"|"1"|"2018-09-11"|"10:30:00"|"EDT"|"NC"|"Currituck County"|"37053"|"Everyone in Currituck Outer Banks (Corolla and Carova)"|""|""
"2018"|"Hurricane Florence"|"Mandatory evacuation order"|"1"|"2018-09-10"|"10:00:00"|"EDT"|"NC"|"Dare County"|"37055"|"All visitors and residents on Hatteras Island. This includes all areas of Hatteras Island including the villages of Rodanthe, Waves, Salvo, Avon, Buxton, Frisco and Hatteras Village."|"2018-09-10"|"12:00:00"
"2018"|"Hurricane Florence"|"Mandatory evacuation order"|"1"|"2018-09-10"|"10:00:00"|"EDT"|"NC"|"Dare County"|"37055"|"Residents and visitors in other areas of Dare County. This includes the towns of Duck, Southern Shores, Kitty Hawk, Kill Devil Hills, Nags Head, Manteo; Roanoke Island; and the Dare County mainland."|"2018-09-11"|"07:00:00"
"2018"|"Hurricane Florence"|"Mandatory evacuation order"|"1"|"2018-09-10"|"12:00:00"|"EDT"|"NC"|"Hyde County"|"37095"|"Visitors to Ocracoke"|"2018-09-10"|"12:00:00"
"2018"|"Hurricane Florence"|"Mandatory evacuation order"|"1"|"2018-09-10"|"15:50:00"|"EDT"|"NC"|"Hyde County"|"37095"|"Residents to Ocracoke"|"2018-09-11"|"00:00:00"
"2018"|"Hurricane Florence"|"Mandatory evacuation order"|"1"|"2018-09-11"|"13:00:00"|"EDT"|"NC"|"Hyde County"|"37095"|"All of Hyde County, mainland and island"|""|""
"2018"|"Hurricane Florence"|"Voluntary evacuation order"|"2"|"2018-09-10"|"18:00:00"|"EDT"|"NC"|"New Hanover County"|"37129"|"All of New Hanover County, including Carolina Beach, Kure Beach, Wrightsville Beach, and the City of Wilmington."|"2018-09-10"|"18:00:00"
"2018"|"Hurricane Florence"|"Mandatory evacuation order"|"1"|"2018-09-10"|"22:50:00"|"EDT"|"NC"|"Onslow County"|"37133"|"North Topsail Beach"|"2018-09-11"|"00:00:00"
"2018"|"Hurricane Florence"|"Voluntary evacuation order"|"2"|"2018-09-10"|"22:50:00"|"EDT"|"NC"|"Onslow County"|"37133"|"Unincorporated areas and Surf City"|""|""
"2018"|"Hurricane Florence"|"Mandatory evacuation order"|"1"|"2018-09-11"|"12:50:00"|"EDT"|"NC"|"Onslow County"|"37133"|"Unincorporated areas"|"2018-09-11"|"12:50:00"
"2018"|"Hurricane Florence"|"Voluntary evacuation order"|"2"|"2018-09-10"|"11:30:00"|"EDT"|"NC"|"Brunswick County"|"37019"|"All other residents who are not under mandatory evacuation order in unincorporated areas of Brunswick County"|""|""
"2018"|"Hurricane Florence"|"Mandatory evacuation order"|"1"|"2018-09-10"|"11:30:00"|"EDT"|"NC"|"Brunswick County"|"37019"|"Residents in unincorporated areas who live in low-lying and flood-prone areas or substandard or mobile homes. This includes but is not limited to Waccamaw, NC 904/Pireway Road, areas on Town Creek, residents along NC 133, Daw’s Creek area, and any other flood-prone areas."|"2018-09-11"|"07:00:00"
"2018"|"Hurricane Florence"|"Mandatory evacuation order"|"1"|"2018-09-11"|"11:25:00"|"EDT"|"NC"|"Brunswick County"|"37019"|"All unicorporated areas"|""|""
"2018"|"Hurricane Florence"|"Voluntary evacuation order"|"2"|"2018-09-10"|"12:00:00"|"EDT"|"NC"|"Bertie County"|"37015"|"Waterfront and low-lying areas"|"2018-09-12"|"00:00:00"
"2018"|"Hurricane Florence"|"Mandatory evacuation order"|"1"|"2018-09-11"|"10:00:00"|"EDT"|"NC"|"Carteret County"|"37031"|"Atlantic Beach (for residents)"|"2018-09-11"|"12:00:00"
"2018"|"Hurricane Florence"|"Mandatory evacuation order"|"1"|"2018-09-11"|"10:00:00"|"EDT"|"NC"|"Carteret County"|"37031"|"Indian Beach (for residents)"|"2018-09-11"|"10:00:00"
"2018"|"Hurricane Florence"|"Mandatory evacuation order"|"1"|"2018-09-11"|"13:25:00"|"EDT"|"NC"|"Carteret County"|"37031"|"Emerald Isle: All residents, property owners, and visitors are advised to evacuate Emerald Isle"|"2018-09-11"|"13:25:00"
"2018"|"Hurricane Florence"|"Mandatory evacuation order"|"1"|"2018-09-11"|"10:00:00"|"EDT"|"NC"|"Carteret County"|"37031"|"Pine Knoll Shores Beach (for residents)"|"2018-09-11"|"10:00:00"
"2018"|"Hurricane Florence"|"Mandatory evacuation order"|"1"|"2018-09-11"|"09:40:00"|"EDT"|"NC"|"Pamlico County"|"37137"|"All citizens"|"2018-09-11"|"15:00:00"
"2018"|"Hurricane Florence"|"Voluntary evacuation order"|"2"|"2018-09-10"|"12:40:00"|"EDT"|"NC"|"Pender County"|"37141"|"Town of Topsail Beach"|"2018-09-10"|"12:40:00"
"2018"|"Hurricane Florence"|"Mandatory evacuation order"|"1"|"2018-09-10"|"16:40:00"|"EDT"|"NC"|"Pender County"|"37141"|"Town of Topsail Beach"|"2018-09-12"|"08:00:00"
"2018"|"Hurricane Florence"|"Voluntary evacuation order"|"2"|"2018-09-10"|"19:40:00"|"EDT"|"NC"|"Pender County"|"37141"|"Town of Surf City"|"2018-09-10"|"19:40:00"
"2018"|"Hurricane Florence"|"Mandatory evacuation order"|"1"|"2018-09-11"|"12:00:00"|"EDT"|"NC"|"Pender County"|"37141"|"Town of Surf City"|"2018-09-11"|"16:00:00"
"2018"|"Hurricane Florence"|"Mandatory evacuation order"|"1"|"2018-09-11"|"17:00:00"|"EDT"|"NC"|"Pender County"|"37141"|"Low-lying, flood prone areas of the county, including the along the Intracoastal Waterway, the Northeast Cape Fear River, the Black River, and who live in manufactured or substandard housing."|"2018-09-11"|"17:00:00"
"2018"|"Hurricane Florence"|"Mandatory evacuation order"|"1"|"2018-09-15"|"16:30:00"|"EDT"|"NC"|"Pender County"|"37141"|"Residents along and near the Northeast Cape Fear River and the Black River."|""|""
"2018"|"Hurricane Florence"|"Mandatory evacuation order"|"1"|"2018-09-11"|"10:00:00"|"EDT"|"NC"|"Tyrrell County"|"37177"|""|"2018-09-11"|"10:00:00"
"2018"|"Hurricane Florence"|"Mandatory evacuation order"|"1"|"2018-09-11"|"11:00:00"|"EDT"|"NC"|"Beaufort County"|"37013"|"All low lying and flood prone areas"|""|""
"2018"|"Hurricane Florence"|"Voluntary evacuation order"|"2"|"2018-09-10"|"15:30:00"|"EDT"|"NC"|"Beaufort County"|"37013"|"County wide"|"2018-09-10"|"15:30:00"
"2018"|"Hurricane Florence"|"Mandatory evacuation order"|"1"|"2018-09-14"|"19:15:00"|"EDT"|"NC"|"Cumberland County"|"37051"|"City of Fayetteville"|""|""
"2018"|"Hurricane Florence"|"Mandatory evacuation order"|"1"|"2018-09-15"|"13:00:00"|"EDT"|"NC"|"Cumberland County"|"37051"|"For all persons residing within one mile of the banks of the Cape Fear River and the Little River"|"2018-09-15"|"13:00:00"
"2018"|"Hurricane Florence"|"Mandatory evacuation order"|"1"|"2018-09-15"|"13:00:00"|"EDT"|"NC"|"Cumberland County"|"37051"|"City of Fayetteville"|"2018-09-15"|"13:00:00"
"2018"|"Hurricane Florence"|"Mandatory evacuation order"|"1"|"2018-09-15"|"13:00:00"|"EDT"|"NC"|"Cumberland County"|"37051"|"Town of Wade"|"2018-09-15"|"13:00:00"
"2018"|"Hurricane Florence"|"Mandatory evacuation order lifted"|"3"|"2018-09-15"|""|""|"NC"|"Dare County, Carteret County, Brunswick County, Hyde County"|""|"Dare County (including Hatteras Island, Roanoke Island, Ocracoke Island, Outer Banks), Carteret County (including Bogue Banks, Shackleford Banks, Rachel Carson Reserve), Brunswick County (including Oak Island, Holden Beach, Sunset Beach), Hyde County (including Ocracoke Island)"|"2018-09-15"|"17:00:00"
"2018"|"Hurricane Florence"|"Mandatory evacuation order lifted"|"3"|"2018-09-19"|"01:35:00"|"EDT"|"NC"|"Cumberland County"|"37051"|""|"2018-09-19"|"01:35:00"
"2018"|"Hurricane Florence"|"Mandatory evacuation order lifted"|"3"|"2018-09-19"|"01:35:00"|"EDT"|"NC"|"Cumberland County"|"37051"|"City of Fayetteville"|"2018-09-19"|"01:35:00"
"2018"|"Hurricane Florence"|"Mandatory evacuation order lifted"|"3"|"2018-09-19"|"01:35:00"|"EDT"|"NC"|"Cumberland County"|"37051"|"Town of Wade"|"2018-09-19"|"01:35:00"
"2018"|"Hurricane Florence"|"State of emergency"|"0"|"2018-09-08"|""|""|"SC"|"Entire state"|""|""|""|""
"2018"|"Hurricane Florence"|"Mandatory evacuation order"|"1"|"2018-09-10"|"15:30:00"|"EDT"|"SC"|"Beaufort County"|"45013"|"Evacuation for all residents in Zone A"|"2018-09-11"|"12:00:00"
"2018"|"Hurricane Florence"|"Mandatory evacuation order"|"1"|"2018-09-10"|"15:30:00"|"EDT"|"SC"|"Berkeley County"|"45015"|"Evacuation for all residents in Zones B, G, H, I"|"2018-09-11"|"12:00:00"
"2018"|"Hurricane Florence"|"Mandatory evacuation order"|"1"|"2018-09-10"|"15:30:00"|"EDT"|"SC"|"Charleston County"|"45019"|"Evacuation for all residents in Zones A, B, C"|"2018-09-11"|"12:00:00"
"2018"|"Hurricane Florence"|"Mandatory evacuation order"|"1"|"2018-09-10"|"15:30:00"|"EDT"|"SC"|"Colleton County"|"45029"|"Evacuation for all residents in Zones A, B"|"2018-09-11"|"12:00:00"
"2018"|"Hurricane Florence"|"Mandatory evacuation order"|"1"|"2018-09-10"|"15:30:00"|"EDT"|"SC"|"Dorchester County"|"45035"|"Evacuation for all residents in Zones D, E, F"|"2018-09-11"|"12:00:00"
"2018"|"Hurricane Florence"|"Mandatory evacuation order"|"1"|"2018-09-10"|"15:30:00"|"EDT"|"SC"|"Georgetown County"|"45043"|"Evacuation for all residents in Zones A, B, C"|"2018-09-11"|"12:00:00"
"2018"|"Hurricane Florence"|"Mandatory evacuation order"|"1"|"2018-09-10"|"15:30:00"|"EDT"|"SC"|"Horry County"|"45051"|"Evacuation for all residents in Zones A, B, C"|"2018-09-11"|"12:00:00"
"2018"|"Hurricane Florence"|"Mandatory evacuation order"|"1"|"2018-09-10"|"15:30:00"|"EDT"|"SC"|"Jasper County"|"45053"|"Evacuation for all residents in Zones A, B"|"2018-09-11"|"12:00:00"
"2018"|"Hurricane Florence"|"Federal State of Emergency"|"0"|"2018-09-10"|""|""|"SC"|"Entire state"|""|""|""|""
"2018"|"Hurricane Florence"|"Mandatory evacuation order"|"1"|"2018-09-14"|"13:00:00"|"EDT"|"SC"|"Florence County"|"45041"|"Along Black Creek of Nena Lane, Split Rail Drive, E. Black Creek Drive, Stag Horn Lane, Atlee Court, Crooked Creek Drive, and Creekside Drive.  The evacuation also includes the following area along Lynches River, Ben Gause Road, Hawkins Landing Road, Meadowprong Road (Dirt portion of the road), Roundtree Road, Fork Road, and North Old Georgetown Road in the vicinity of New Hope and Lynches River County Park"|"2018-09-14"|"13:00:00"
"2018"|"Hurricane Florence"|"Evacuation order lifted"|"3"|"2018-09-15"|"11:00:00"|"EDT"|"SC"|"Charleston, Dorchester, Berkely County"|""|""|"2018-09-15"|"11:00:00"
"2018"|"Hurricane Florence"|"Evacuation order lifted"|"3"|"2018-09-15"|"17:30:00"|"EDT"|"SC"|"Horry County, Georgetown County"|""|""|"2018-09-16"|"09:00:00"
"2018"|"Hurricane Florence"|"State of emergency"|"0"|"2018-09-08"|""|""|"VA"|"Entire State"|""|""|""|""
"2018"|"Hurricane Florence"|"Mandatory evacuation order"|"1"|"2018-09-10"|"18:00:00"|"EDT"|"VA"|"Accomack County, Northampton County, Mathews County, Gloucester County, Middlesex County, Lancaster County, Northumberland County, Richmond County, Westmoreland County, Essex County, King and Queen County, King William County, James City County, York County, Hampton City, Newport News City, Poquoson City, Williamsburg City, Norfolk City, Virginia Beach City, Chesapeake City, Portsmouth City, Suffolk City, Isle of Wight County, Surry County, Southampton County, Sussex County"|""|"Coastal Virginia residents in Zone A"|"2018-09-11"|"08:00:00"
"2018"|"Hurricane Florence"|"Federal State of Emergency"|"0"|"2018-09-11"|"15:00:00"|"EDT"|"VA"|"Entire state"|""|""|""|""
"2018"|"Hurricane Florence"|"Mandatory evacuation order lifted"|"3"|"2018-09-14"|"10:45:00"|"EDT"|"VA"|"Accomack County, Northampton County, Mathews County, Gloucester County, Middlesex County, Lancaster County, Northumberland County, Richmond County, Westmoreland County, Essex County, King and Queen County, King William County, James City County, York County, Hampton City, Newport News City, Poquoson City, Williamsburg City, Norfolk City, Virginia Beach City, Chesapeake City, Portsmouth City, Suffolk City, Isle of Wight County, Surry County, Southampton County, Sussex County"|""|"Coastal Virginia residents in Zone A"|"2018-09-14"|"10:45:00"
"2018"|"Hurricane Michael"|"State of emergency"|"0"|"2018-10-07"|"15:00:00"|"EDT"|"FL"|"Escambia, Santa Rosa, Okaloosa, Walton, Holmes, Washington, Bay, Jackson, Calhoun, Gulf, Gadsden, Liberty, Franklin, Leon, Wakulla, Jefferson, Madison, Taylor, Hamilton, Suwannee, Lafayette, Dixie, Columbia, Gilchrist, Levy, and Citrus."|""|""|"2018-10-07"|"15:00:00"
"2018"|"Hurricane Michael"|"State of emergency updated"|"0"|"2018-10-08"|"10:00:00"|"EDT"|"FL"|"Baker, Union, Bradford, Alachua, Hernando, Pasco, Pinellas, Hillsborough, Manatee"|""|""|"2018-10-08"|"10:00:00"
"2018"|"Hurricane Michael"|"State of emergency extended"|"0"|"2018-12-05"|"09:30:00"|"EDT"|"FL"|"Okaloosa, Walton, Holmes, Washington, Bay, Jackson, Calhoun, Gulf, Gadsden, Liberty, Franklin, Leon, Wakulla, Jefferson"|""|""|"2018-12-05"|"09:30:00"
"2018"|"Hurricane Michael"|"Final Extension of State of Emergency"|"0"|"2020-09-18"|"13:30:00"|"EDT"|"FL"|"Bay, Calhoun, Franklin, Gadsden, Gulf, Holmes, Jackson, Jefferson, Leon, Liberty, Okaloosa, Wakulla, Walton, and Washington."|""|""|"2020-09-18"|"13:30:00"
"2018"|"Hurricane Michael"|"Mandatory evacuation order"|"1"|"2018-10-08"|"14:00:00"|"EDT"|"FL"|"Bay County"|"12005"|"Zones A, B, C + mobile homes + low lying areas"|"2018-10-09"|"06:00:00"
"2018"|"Hurricane Michael"|"Mandatory evacuation order"|"1"|"2018-10-08"|"16:00:00"|"EDT"|"FL"|"Citrus County"|"12017"|"Zone A, mobile homes, RVs, manufactured housing countywide"|"2018-10-09"|"09:00:00"
